id,year,org,sentence,type,X,action,Y,33,4,9,1,15,4
32454519,2020,"Department of Pediatrics, University of Chicago, Chicago, IL, USA.","Because endothelial disruption is a critical component of acute chest syndrome (ACS), we hypothesized that EVs isolated during ACS would induce greater endothelial damage than those isolated at baseline.",-1,,,,,,,,,
32453919,2020,"Department of Pharmaceutical Sciences and Institute for Systems Genomics, University of Connecticut, 69N. Eagleville Road, Storrs, CT, 06269, USA.","

    

    
      Phosphoantigens (pAgs) are small phosphorus-containing molecules that stimulate Vγ9Vδ2 T cells with sub-nanomolar cellular potency.",-1,,,,,,,,,
32454060,2020,"Department of Biomedical Sciences and CNR Neuroscience Institute, University of Padova, Italy. Electronic address: bernardi@bio.unipd.it.","The permeability transition strictly requires matrix Ca2+ and is favored by the matrix protein cyclophilin D, which mediates the inhibitory effects of cyclosporin A.",-1,,,,,,,,,
32454165,2020,"Department of Anesthesiology and Shock, Trauma and Anesthesiology Research (STAR) Center, University of Maryland School of Medicine, Baltimore, MD, USA. Electronic address: afaden@som.umaryland.edu.","A previous study reported that ADX88178, a putative metabotropic glutamate receptor 4 (mGluR4) positive allosteric modulator (PAM), exerts anti-inflammatory effects in microglia by activating mGluR4.",-1,,,,,,,,,
32454165,2020,"Department of Anesthesiology and Shock, Trauma and Anesthesiology Research (STAR) Center, University of Maryland School of Medicine, Baltimore, MD, USA. Electronic address: afaden@som.umaryland.edu.","Moreover, we showed that ADX88178 activated Gi-independent, alternative signaling pathways as indicated by the absence of pertussis toxin-mediated inhibition and by increased phosphorylation of cAMP-response element binding protein (CREB), an inhibitor of the NFkB pro-inflammatory pathway.",-1,,,,,,,,,
32454165,2020,"Department of Anesthesiology and Shock, Trauma and Anesthesiology Research (STAR) Center, University of Maryland School of Medicine, Baltimore, MD, USA. Electronic address: afaden@som.umaryland.edu.","Thus, our results indicate that in microglia, putative mGluR4 PAMs activate mGluR4/Gi-independent mechanisms to attenuate pro-inflammatory pathways.",-1,,,,,,,,,
32453730,2020,"Division of Endocrinology, Diabetes and Metabolism Weill Cornell Medicine, New York, New York, United States of America.","Lastly, a subset of enhancers, is not occupied directly by TR yet require TR for histone hyperacetylation.",-1,,,,,,,,,
32455480,2020,"Prioritisation, Electives & National Services, DHB Performance and Support and Infrastructure, Ministry of Health, Wellington, New Zealand.",In New Zealand (NZ) explicit prioritization is required by legislation and supported by the Medical Council of NZ.,-1,,,,,,,,,
32454083,2020,"College of Life Sciences, Key Laboratory of Animal Reproduction and Germplasm Enhancement in Universities of Shandong, Qingdao Agricultural University, Qingdao 266109, China. Electronic address: wshen@qau.edu.cn.","Our previous studies have demonstrated that OTA exposure inhibits porcine ovarian granulosa cell (GC) proliferation and induces their apoptosis, but the underlying toxic mechanism is still uncertain.",-1,,,,,,,,,
32454083,2020,"College of Life Sciences, Key Laboratory of Animal Reproduction and Germplasm Enhancement in Universities of Shandong, Qingdao Agricultural University, Qingdao 266109, China. Electronic address: wshen@qau.edu.cn.","In this study, we explored the OTA exposure on porcine GCs in vitro and found that OTA exposure inhibited the proliferation of porcine GCs and arrested cell cycle of GCs in the G2/M phase.",-1,,,,,,,,,
32453744,2020,"Department of Pharmacology and Experimental Neuroscience, University of Nebraska Medical Center, Omaha, Nebraska, United States of America.",HIV-1 transactivator of transcription (Tat) protein has been shown to induce the production of toxic neuronal amyloid protein and also enhance neurotoxicity.,-1,,,,,,,,,
32454054,2020,"School of Kinesiology, The Key Laboratory of Exercise and Health Sciences of Ministry of Education, Shanghai University of Sport, Shanghai 200438, PR China. Electronic address: liuyujian@sus.edu.cn.","It was found that STZ treatment induced apoptotic and pyroptotic cell death in the hippocampus as evidenced by increases of cleaved caspase 3 positive hippocampal neurons, TUNEL-positive cells, protein levels of p53, Bax, Puma, and the cleaved GSDMD N-terminal fragment, all of which were decreased in NLRP3 deficient mice.",-1,,,,,,,,,
32454054,2020,"School of Kinesiology, The Key Laboratory of Exercise and Health Sciences of Ministry of Education, Shanghai University of Sport, Shanghai 200438, PR China. Electronic address: liuyujian@sus.edu.cn.","Using murine hippocampal neuronal cell line HT22, we found that high glucose induced apoptotic and pyroptotic cell death in a NLRP3 inflammasome-dependent manner in vitro.",-1,,,,,,,,,
32454055,2020,"Department of Biomedical Sciences, University of Illinois, Rockford, IL, United States of America. Electronic address: mgnanas@uic.edu.",Our study showed that EP targets PC3 cells via inducing ROS and apoptosis activation.,-1,,,,,,,,,
32454055,2020,"Department of Biomedical Sciences, University of Illinois, Rockford, IL, United States of America. Electronic address: mgnanas@uic.edu.","At the molecular level, EP effectively inhibited the expression of various cancer stem cell markers such as ALDH1, Sox-2, Nanog, Oct3/4 and CD44.",-1,,,,,,,,,
32454055,2020,"Department of Biomedical Sciences, University of Illinois, Rockford, IL, United States of America. Electronic address: mgnanas@uic.edu.","Interestingly, EP also inhibited the activity of alkaline phosphatase, a maker of pluripotent stem cells.",-1,,,,,,,,,
32454055,2020,"Department of Biomedical Sciences, University of Illinois, Rockford, IL, United States of America. Electronic address: mgnanas@uic.edu.","Western blotting analysis revealed that EP downregulated the expression of key cell cycle markers such as cyclin D1, cyclin D3, CDK4 and c-Myc while also inhibiting anti-apoptotic markers such as Mcl-1, XIAP, c-IAP1 and survivin in PC3 cells.",-1,,,,,,,,,
32455496,2020,"Kurume University Research Center for Innovative Cancer Therapy, Kurume, Japan.","


        Aim:
      
    

    
      Liver biopsy is still required for the diagnosis of hepatocellular ballooning and inflammation, which are important histological feature of nonalcoholic steatohepatitis (NASH).",-1,,,,,,,,,
32454027,2020,"Department of Microbiology, Center for Cellular Immunotherapies, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA 19104, USA. Electronic address: rileyj@upenn.edu.","Collectively, these studies demonstrate that HIV-resistant CAR4 T cells can directly control HIV replication and augment the virus-specific CD8+ T cell response, highlighting the therapeutic potential of engineered CD4+ T cells to engender a functional HIV cure.",-1,,,,,,,,,
32453763,2020,"Department of Medicine, Faculty of Medicine, United Kingdom.","Similar effects were observed by MLV envelope glycoprotein ligation by its cellular receptor mCAT-1, and by overexpression in human lymphocytic cells, where it required an intact tyrosine-based YXXΦ motif in the envelope glycoprotein cytoplasmic tail.",-1,,,,,,,,,
